Date,Open,Volume,Market Cap
"Jun 01, 2020","$9,463.61","$35,198,901,068","$186,993,405,740"
"May 31, 2020","$9,700.11","$27,773,290,299","$173,997,151,930"
"May 30, 2020","$9,438.91","$32,722,975,141","$178,390,129,758"
"May 29, 2020","$9,528.36","$32,896,642,044","$173,575,756,364"
"May 28, 2020","$9,184.94","$34,367,073,114","$175,161,235,290"
"May 27, 2020","$8,837.38","$32,740,536,902","$168,814,700,531"
"May 26, 2020","$8,909.59","$29,584,186,947","$162,445,535,235"
"May 25, 2020","$8,786.11","$31,288,157,264","$163,760,453,116"
"May 24, 2020","$9,212.28","$32,518,803,300","$161,610,414,643"
"May 23, 2020","$9,185.06","$27,727,866,812","$169,305,492,440"
"May 22, 2020","$9,080.33","$29,810,773,699","$168,807,619,957"
"May 21, 2020","$9,522.74","$39,326,160,532","$166,947,987,864"
"May 20, 2020","$9,725.33","$36,546,239,703","$175,050,963,475"
"May 19, 2020","$9,727.06","$39,254,288,955","$178,831,635,026"
"May 18, 2020","$9,675.69","$41,827,139,896","$178,779,483,464"
"May 17, 2020","$9,374.93","$40,084,250,663","$177,745,404,470"
"May 16, 2020","$9,333.24","$36,164,766,408","$172,340,956,579"
"May 15, 2020","$9,734.29","$48,158,802,327","$171,436,341,789"
"May 14, 2020","$9,271.33","$56,426,907,637","$178,881,641,547"
"May 13, 2020","$8,805.39","$45,558,144,023","$170,352,710,071"
"May 12, 2020","$8,610.39","$42,142,717,533","$161,791,577,301"
"May 11, 2020","$8,755.54","$57,119,858,802","$158,059,235,276"
"May 10, 2020","$9,591.17","$63,325,279,337","$160,884,755,211"
"May 09, 2020","$9,840.91","$46,566,121,841","$176,251,395,673"
"May 08, 2020","$9,936.16","$51,780,748,042","$180,804,859,844"
"May 07, 2020","$9,261.90","$61,112,700,562","$182,787,376,637"
"May 06, 2020","$9,007.44","$49,371,886,931","$170,229,620,935"
"May 05, 2020","$8,912.83","$43,148,462,663","$165,332,488,792"
"May 04, 2020","$8,895.74","$45,718,796,276","$163,654,493,632"
"May 03, 2020","$8,983.61","$47,101,785,174","$163,358,189,151"
"May 02, 2020","$8,869.06","$40,134,388,683","$165,012,307,600"
"May 01, 2020","$8,672.78","$44,068,389,997","$162,722,652,380"
