Timestamp,trade-volume
2022-03-18,208715564.8872
2022-03-19,246251063.8129
2022-03-20,117217182.5608
2022-03-21,143098716.7617
2022-03-22,188238486.312
2022-03-23,326642014.7693
2022-03-24,227640947.79139996
2022-03-25,279553357.1948
2022-03-26,294807777.4845
2022-03-27,87655860.1288
2022-03-28,215085807.13829997
2022-03-29,363200213.7945
2022-03-30,222767932.4699
2022-03-31,198230006.14560002
2022-04-01,217720733.859
2022-04-02,343182405.4464
2022-04-03,128666154.54
2022-04-04,134898633.464
2022-04-05,222101255.5622
2022-04-06,183110273.2288
2022-04-07,414304824.9626
2022-04-08,172917581.4016
2022-04-09,210672152.9154
2022-04-10,68207000.8752
2022-04-11,107486751.4035
2022-04-12,309663439.8608
2022-04-13,239384869.614
2022-04-14,225976504.4274
2022-04-15,168764849.25300002
2022-04-16,112772413.352
2022-04-17,53175059.972399995
2022-04-18,73215603.2505
2022-04-19,287373058.92840004
2022-04-20,157094338.602
2022-04-21,170464944.73680001
2022-04-22,275663401.1415
2022-04-23,224581597.2795
2022-04-24,70432434.8531
2022-04-25,92532159.3891
2022-04-26,331208745.177
2022-04-27,341949327.6582
2022-04-28,241767322.45119998
2022-04-29,244512171.426
2022-04-30,194624829.6024
2022-05-01,85985016.1128
2022-05-02,137414022.55560002
2022-05-03,201444973.9785
2022-05-04,172136340.7254
2022-05-05,266960829.0919
2022-05-06,425676217.356
2022-05-07,266451045.5822
2022-05-08,117427071.76739998
2022-05-09,282204788.6652
2022-05-10,754487501.7293999
2022-05-11,702775072.4497
2022-05-12,991604857.165
2022-05-13,1105198768.4514
2022-05-14,387333462.2234
2022-05-15,202107995.61420003
2022-05-16,154366315.2477
2022-05-17,255625941.6425
2022-05-18,199056179.81739998
2022-05-19,238926820.585
2022-05-20,243106193.72129998
2022-05-21,224870774.125
2022-05-22,56412343.9488
2022-05-23,124032530.2902
2022-05-24,191646935.1146
2022-05-25,177388979.8716
2022-05-26,164845089.9255
2022-05-27,305995780.5408
2022-05-28,236424011.7252
2022-05-29,72992061.0282
2022-05-30,85755025.3674
2022-05-31,359076819.3324
2022-06-01,214511112.6009
2022-06-02,291288782.8829
2022-06-03,155102011.2564
2022-06-04,151025247.144
2022-06-05,49641869.5113
2022-06-06,65518044.03899999
2022-06-07,246876697.51799998
2022-06-08,379367423.2356
2022-06-09,204405977.685
2022-06-10,112529287.9722
2022-06-11,272976542.0934
2022-06-12,163111543.14499998
2022-06-13,232964222.258
2022-06-14,968674515.0362
2022-06-15,578478784.3722
2022-06-16,853684510.3032001
2022-06-17,349089081.348
2022-06-18,306433993.6175
2022-06-19,531583207.6622
2022-06-20,382228331.47940004
2022-06-21,295182558.6182
2022-06-22,244194794.9235
2022-06-23,261583959.3934
2022-06-24,202431231.126
