Timestamp,hash-rate
2022-01-12,174573549.60401586
2022-01-13,180388266.9640267
2022-01-14,183775678.01539254
2022-01-15,187614454.99559858
2022-01-16,193499041.2223978
2022-01-17,196787486.4667856
2022-01-18,192979813.02591553
2022-01-19,198864399.25271472
2022-01-20,197133638.5977738
2022-01-21,194677774.9425014
2022-01-22,191300712.3087483
2022-01-23,187690405.00844288
2022-01-24,188206013.9544906
2022-01-25,193426935.944432
2022-01-26,188081518.03913763
2022-01-27,183617610.0990903
2022-01-28,187692057.64448118
2022-01-29,190530143.19354087
2022-01-30,191476171.70989412
2022-01-31,190151731.7869996
2022-02-01,190530143.19354087
2022-02-02,194881874.36876577
2022-02-03,197909165.6210961
2022-02-04,193406553.6811251
2022-02-05,187770388.43988654
2022-02-06,189714890.12531072
2022-02-07,188436171.18170857
2022-02-08,188487943.46708378
2022-02-09,186075335.0385428
2022-02-10,186124754.03821912
2022-02-11,188404635.62026238
2022-02-12,201293483.93231255
2022-02-13,201672567.70619637
2022-02-14,204894779.78420892
2022-02-15,208875159.40998912
2022-02-16,211907829.60105976
2022-02-17,214510390.7270812
2022-02-18,214208889.76468316
2022-02-19,208357121.0895281
2022-02-20,207009028.06914553
2022-02-21,202437880.40399176
2022-02-22,199456437.81206557
2022-02-23,199679075.4454185
2022-02-24,195430088.29567224
2022-02-25,195430088.29567224
2022-02-26,190663500.7762656
2022-02-27,189074638.26979667
2022-02-28,195231480.4823636
2022-03-01,197217558.6154497
2022-03-02,194437049.22912914
2022-03-03,197493412.73759124
2022-03-04,198075006.7035949
2022-03-05,197313706.5635507
2022-03-06,195932902.69002447
2022-03-07,194303170.37938264
2022-03-08,191084575.56227192
2022-03-09,191073306.1250443
2022-03-10,190169638.8688875
2022-03-11,189973991.09227344
2022-03-12,196430367.72053817
2022-03-14,200343323.2528198
2022-03-15,201321562.13589022
2022-03-16,199560732.14636347
2022-03-17,202886744.34880286
2022-03-18,205592535.95527083
2022-03-19,206471636.31633133
2022-03-20,206168530.70117497
2022-03-21,206648709.46885267
2022-03-22,206542638.18306583
2022-03-23,208395817.76893058
2022-03-24,206338814.92802444
2022-03-25,203142589.24631837
2022-03-26,205676997.74939147
2022-03-27,206846724.75080982
2022-03-28,202362771.24537283
2022-03-29,203532498.24679115
2022-03-30,203922407.24726394
2022-03-31,201972862.24490002
2022-04-01,201843995.54705414
2022-04-02,200055608.69370246
2022-04-03,196074384.86327413
2022-04-04,198753839.0238673
2022-04-05,199831771.35150808
2022-04-06,199830199.9832681
2022-04-07,203962954.3487227
2022-04-08,204228810.4583426
2022-04-09,202807735.23646548
2022-04-10,206461928.66414955
2022-04-11,206664939.410132
2022-04-12,202401713.7445006
2022-04-13,204025799.71236017
2022-04-14,201995692.25253567
2022-04-15,201764820.10052854
2022-04-16,206231769.11502814
2022-04-17,202030821.95948437
2022-04-18,206682824.99703255
2022-04-19,205730049.7772079
2022-04-20,199524647.62317377
2022-04-21,203174423.1614768
2022-04-22,209265101.84239313
2022-04-23,204654855.3458653
2022-04-24,210467774.84148735
2022-04-25,211670447.84058157
2022-04-26,217282921.83635455
2022-04-27,220490049.83393914
2022-04-28,223151676.63397452
2022-04-29,217205475.81420332
2022-04-30,221882934.0785788
2022-05-01,220947918.3471813
2022-05-02,222006266.70131093
2022-05-03,223387536.51936215
2022-05-04,227062767.28449246
2022-05-05,223221125.23276678
2022-05-06,228510725.356766
2022-05-07,226818053.31708622
2022-05-08,225336965.28236642
2022-05-09,222797957.22284678
2022-05-10,221740037.19804692
2022-05-11,222405823.2016665
2022-05-12,223694215.31912464
2022-05-13,220435896.70329112
2022-05-14,224124125.5157015
2022-05-15,225159554.97654673
2022-05-16,219439331.6882816
2022-05-17,223040112.45069075
2022-05-18,223260239.8804358
2022-05-19,220819024.53383064
2022-05-20,217933951.85147908
2022-05-21,212607663.82252234
2022-05-22,211276091.81528312
2022-05-23,211276091.81528312
2022-05-24,210388377.14379033
2022-05-25,204396303.111214
2022-05-26,206058024.37013593
2022-05-27,208919208.29777458
2022-05-28,209811873.80523428
2022-05-29,211274193.34738085
2022-05-30,215833901.04285884
2022-05-31,213021896.71405497
2022-06-01,217388515.33233958
2022-06-02,214863256.63167837
2022-06-03,211466209.09599966
2022-06-04,212527786.45089927
2022-06-05,210616947.21207997
2022-06-06,209980000.79914021
2022-06-07,209130738.91522053
2022-06-08,212527786.45089927
2022-06-09,221710849.35993642
2022-06-10,226569564.11309776
2022-06-11,227821656.20112506
2022-06-12,231428400.86060324
2022-06-13,227742430.28560153
2022-06-14,224497532.7017069
2022-06-15,221500575.0286112
2022-06-16,218926817.1295411
2022-06-17,213120310.1919206
2022-06-18,204733133.50424665
2022-06-19,205163245.12925556
2022-06-20,206453580.00428233
2022-06-21,206238524.19177788
2022-06-22,207098747.44179574
2022-06-23,199225068.13131642
