date,headline,source
2021-05-27T16:25:00Z,PayPal Will Let Users Transfer Bitcoin to Third-Party Wallets,Gizmodo.com
2021-05-10T13:30:09Z,"Crypto asset manager Babel raises $40M from Tiger Global, Bertelsmann and others",TechCrunch
2021-05-01T17:24:45Z,"Move over, Bitcoin. Ethereum is at an all-time high",CNN
2021-05-26T20:34:57Z,Iran bans cryptocurrency mining for four months to stave off blackouts,The Verge
2021-05-16T21:12:04Z,Elon Musk giveth and taketh away,TechCrunch
2021-05-13T20:22:25Z,Colonial Pipeline reportedly paid millions for slow-ass decryption software,Mashable
2021-05-27T19:25:47Z,PayPal will soon let you exchange Bitcoin across third-party apps,Mashable
2021-05-11T10:29:26Z,Elon Musk is thinking about letting customers buy a Tesla with DOGE,Mashable
2021-05-17T14:06:39Z,Bitcoin-exposed stocks slide alongside the cryptocurrency as Elon Musk once again wreaks havoc with a tweet,Business Insider
2021-05-21T16:11:00Z,Capital Calls: Bitcoin salaries - Reuters,Reuters
date,headline,source
2021-06-09T12:04:40Z,El Salvador becomes the first country to approve Bitcoin as legal currency,Engadget
2021-06-09T10:00:00Z,El Salvador Becomes First Country to Recognize Bitcoin as Currency,Gizmodo.com
2021-06-14T07:15:49Z,Elon Musk says Tesla will resume Bitcoin purchases when Bitcoin gets greener,Mashable
2021-06-09T08:27:58Z,Bitcoin: El Salvador makes cryptocurrency legal tender,BBC News
2021-06-11T00:45:00Z,Miami's Bitcoin Conference May Be the Latest Covid-19 Super Spreader Event,Gizmodo.com
2021-06-05T19:20:23Z,In search of a new crypto deity,TechCrunch
2021-06-08T01:12:59Z,Donald Trump calls Bitcoin 'a scam against the dollar',BBC News
